,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,CLB,Main_position,Foot,Contract,Market_Value
298,Parma Calcio 1913,23 years old (22-10-2001),"1,92m",Argentina,Forward,5.8,3,2.8,-,-,-,-,-,0.1,0.1,0.1,-,0.2,0.2,-,0.7,0.2,0.2,0.4,1,1.6,0.3,0.2,-,,-,0.4,0.1,0.3,-,9.9,0.4,0.3,5,4.1,2.3,0.9,-,-,-,-,1.6,0.4,0.1,1,0.1,0.1,0.2,Mateo Pellegrino,4(5),425,3,1,2,-,1.6,55.1,3,1,6.7,SerieA,Parma Calcio 1913,Centre-Forward,left,"Jun 30, 2029",€3.50m
299,Atalanta,26 years old (29-04-1999),"1,86m",Italy,Forward,3.3,1.4,1.9,-,-,-,-,-,0.1,0.2,-,-,0.2,0.1,-,0.5,0.5,0.3,0.8,0.9,0.8,0.8,0.6,-,,0.1,1,-,1,0.2,14.9,0.3,0.2,11.3,3,2.5,1.3,-,-,-,-,2.8,0.3,0.4,2.2,0.4,0.4,0.8,Mateo Retegui,28(4),2061,24,5,2,-,2.8,78.2,1.4,4,7.15,SerieA,Atalanta BC,Centre-Forward,right,"Jun 30, 2028",€45.00m
300,Parma Calcio 1913,19 years old (21-07-2005),"1,97m",Poland,Midfielder,3,-,3,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,,-,-,-,-,-,12,-,-,8,4,2,2,-,-,-,-,1,-,1,-,-,-,-,Mateusz Kowalski,1,57,-,-,-,-,1,66.7,-,-,6.24,SerieA,Parma Calcio 1913,Second Striker,right,"Jun 30, 2028",€300k
301,Parma Calcio 1913,21 years old (06-12-2003),"1,83m",,Defender,0.8,0.4,0.4,-,-,-,-,-,-,-,0.2,-,-,-,-,0.6,0.4,0.2,0.6,-,0.4,-,-,-,,0.4,0.2,-,0.2,-,8.4,0.6,0.4,6.2,1.2,1,0.2,-,-,-,-,0.2,-,-,0.2,0.2,0.2,0.4,Mathias Lovik,0(5),81,-,-,-,-,0.2,81,0.4,-,6.13,SerieA,Parma Calcio 1913,Left-Back,left,"Jun 30, 2029",€5.00m
302,Verona,19 years old (09-01-2006),"1,79m",France,Forward,0.9,0.3,0.6,-,-,-,-,-,-,-,-,-,0.4,0.1,-,0.1,0.3,0.1,0.4,0.1,0.6,0.1,0.1,-,,-,0.1,-,0.1,-,3,-,-,1.7,1.3,0.4,0.9,-,-,-,-,0.3,0.1,-,0.1,0.4,0.3,0.7,Mathis Lambourde,0(7),83,1,-,1,-,0.3,57.1,0.3,-,6.15,SerieA,Hellas Verona,Centre-Forward,left,"Jun 30, 2029",€500k
303,Napoli,27 years old (31-10-1997),"1,85m",Uruguay,"Defender (Centre, Left), Midfielder (Left)",2.2,1.2,1,-,-,-,-,-,0.1,0.1,0.3,0.3,0.8,0.1,-,1.9,0.4,0.2,0.6,0.6,1,-,-,-,,1,0.9,0.1,0.7,0.1,38,1.2,1.5,30.6,4.8,0.9,0.5,-,-,-,-,0.5,0.2,-,0.3,2.1,0.6,2.7,Mathias Olivera,22(6),2014,-,2,4,-,0.5,83.6,1.2,1,6.8,SerieA,SSC Napoli,Left-Back,left,"Jun 30, 2030",€18.00m
304,Roma,36 years old (16-12-1988),"1,91m",Germany,Defender (Centre),3,1.8,1.2,-,-,-,-,-,-,-,0.3,-,0.6,0.1,-,3.3,0.2,0.3,0.5,0.2,0.7,-,-,-,,2,0.2,-,0.2,-,33.3,1.5,1.1,28.2,2.5,-,0.1,-,-,-,-,0.6,0.2,-,0.5,2.3,0.5,2.8,Mats Hummels,11(2),919,-,-,1,-,0.6,89.4,1.8,1,6.95,SerieA,AS Roma,Centre-Back,right,"Jun 30, 2025",€2.50m
305,Parma Calcio 1913,23 years old (12-02-2002),"1,85m",Italy,"Attacking Midfielder (Centre, Left, Right), Forward",2.2,1.1,1.1,-,-,-,-,-,-,-,-,0.2,0.5,0.1,-,1,1.6,1.1,2.7,1.6,1,0.1,0.1,-,,0.5,0.4,-,0.4,0.1,11.1,0.3,0.5,7.6,2.7,1.3,0.9,-,-,-,-,0.8,0.3,-,0.5,1,0.8,1.8,Matteo Cancellieri,19(7),1431,3,-,2,1,0.8,70.8,1.1,2,6.54,SerieA,Parma Calcio 1913,Right Winger,left,"Jun 30, 2025",€5.00m
306,Inter,35 years old (02-12-1989),"1,83m",Italy,"Defender (Centre, Left, Right), Midfielder (Left, Right)",1,0.5,0.5,-,-,-,-,-,-,0.1,0.2,0.2,0.3,0.1,-,1.1,0.2,0.2,0.3,0.7,1,0.1,0.1,-,,0.2,0.5,0.2,0.4,0.2,26.5,1,1.5,21.3,2.7,0.5,0.2,-,-,-,-,0.3,0.1,-,0.2,1,0.4,1.4,Matteo Darmian,17(9),1514,3,2,2,-,0.3,84.2,0.5,2,6.55,SerieA,Inter Milan,Right-Back,right,"Jun 30, 2026",€4.00m
307,AC Milan,25 years old (21-10-1999),"1,85m",Italy,Defender (Centre),3,1.8,1.2,-,-,-,-,-,-,-,0.8,0.1,0.2,0.1,-,3.6,-,-,-,0.2,0.8,-,-,-,,0.6,0.1,-,0.1,-,54.5,2.6,2.5,47,2.4,0.2,-,-,-,-,-,0.5,-,0.1,0.4,0.9,0.1,1,Matteo Gabbia,20(2),1801,1,-,3,-,0.5,91,1.8,-,6.74,SerieA,AC Milan,Centre-Back,right,"Jun 30, 2029",€14.00m
308,Monza,28 years old (21-04-1997),"1,87m",Italy,"Midfielder (Centre, Right)",1.6,0.9,0.7,-,-,-,-,-,-,-,-,-,0.5,0.2,-,0.6,0.5,0.5,0.9,1.2,0.5,-,-,-,,1.1,0.4,0.1,0.3,-,43.8,2.2,1.4,36.3,4,0.8,1.2,-,-,-,-,0.3,0.3,-,-,1.4,0.5,1.8,Matteo Pessina,10(1),857,-,-,2,-,0.3,87.8,0.9,-,6.43,SerieA,AC Monza,Central Midfield,left,"Jun 30, 2027",€9.00m
309,Napoli,31 years old (03-08-1993),"1,71m",Italy,"Midfielder (Centre, Left, Right), Forward",0.7,0.2,0.5,0.1,-,-,-,-,-,0.1,-,0.2,0.5,0.1,-,1.2,1.2,0.9,2.1,0.9,0.4,0.1,0.1,-,,0.3,1.5,0.5,0.9,0.2,26.7,1,1,20.4,4.3,1.2,0.6,-,-,-,-,1.5,0.7,0.1,0.7,0.8,0.8,1.5,Matteo Politano,30(3),2513,3,3,2,-,1.5,80,0.2,2,6.84,SerieA,SSC Napoli,Right Winger,left,"Jun 30, 2027",€10.00m
310,Cagliari,21 years old (28-12-2003),"1,85m",,Defensive Midfielder (C),0.6,-,0.6,-,-,-,-,-,-,-,0.2,-,0.3,0.1,-,0.9,0.5,0.3,0.8,0.5,0.7,-,-,-,,0.6,0.5,0.1,0.5,-,21.1,1.5,3.5,13.7,2.4,0.4,0.2,-,-,-,-,0.3,0.3,-,-,0.9,0.7,1.6,Matteo Prati,8(3),558,-,-,1,-,0.3,72.4,-,-,6.24,SerieA,Cagliari Calcio,Defensive Midfield,right,"Jun 30, 2028",€7.00m
311,Atalanta,22 years old (11-07-2002),"1,87m",Italy,Midfielder (Left),1.4,0.8,0.6,-,-,-,-,-,-,0.1,0.1,0.1,0.9,0.1,-,1.3,0.1,0.2,0.4,0.2,0.4,-,-,-,,0.6,0.9,0.2,0.7,0.1,37.4,0.9,1.6,31.8,3.1,0.5,0.1,-,-,-,-,0.1,-,-,0.1,1.4,0.4,1.8,Matteo Ruggeri,17(10),1596,-,2,2,-,0.1,87.5,0.8,1,6.71,SerieA,Atalanta BC,Left Midfield,left,"Jun 30, 2028",€20.00m
312,Como,23 years old (27-03-2002),"1,74m",Austria,Midfielder,0.6,0.1,0.5,-,-,-,-,-,-,-,-,-,0.4,0.1,0.1,0.5,0.4,0.1,0.5,0.6,1.3,-,-,-,,0.3,-,-,-,-,18.3,0.8,0.6,15.3,1.6,0.4,0.3,-,-,-,-,0.3,0.1,-,0.1,1.3,0.5,1.8,Matthias Braunoder,3(5),266,-,-,1,1,0.3,87.7,0.1,-,5.78,SerieA,Como 1907,Central Midfield,right,"Jun 30, 2027",€1.60m
313,Genoa,31 years old (10-12-1993),"1,88m",Italy,Defender (Centre),2.6,1.2,1.4,-,-,-,-,-,-,-,0.3,-,0.2,0.2,-,4.5,0.1,0.1,0.2,0.5,0.3,-,-,-,,1.1,0.1,0.1,0.1,0.1,45.4,2.9,3.1,36.9,2.5,0.2,0.2,-,-,-,-,0.3,-,0.1,0.2,1.1,0.2,1.3,Mattia Bani,17,1338,-,-,3,-,0.3,87.7,1.2,-,6.6,SerieA,Genoa CFC,Centre-Back,right,"Jun 30, 2026",€2.00m
314,Empoli,32 years old (20-10-1992),"1,83m",Italy,"Defender (Centre, Left, Right), Midfielder (Left, Right)",0.5,0.4,0.1,-,-,-,-,-,-,-,0.2,0.2,0.4,-,0.1,1.9,0.2,0.1,0.2,0.3,0.5,0.1,-,-,,0.5,0.2,0.1,0.1,-,15.5,1.1,1.5,11,2,0.3,0.2,-,-,-,-,0.3,0.1,0.1,0.1,1.1,0.2,1.2,Mattia De Sciglio,8(9),765,1,-,-,1,0.3,77.7,0.4,-,6.22,SerieA,FC Empoli,Right-Back,right,"Jun 30, 2025",€1.00m
315,Cagliari,24 years old (17-04-2001),"1,82m",Italy,Midfielder (Left),0.9,0.4,0.6,-,-,-,-,-,0.2,0.2,-,0.2,0.6,0.1,-,0.2,2.1,1,3.1,0.9,1,-,-,-,,0.4,0.5,0.1,0.4,0.2,12.7,0.1,0.2,9.3,3.1,1.4,0.5,-,-,-,-,0.6,0.1,0.1,0.4,0.9,0.3,1.2,Mattia Felici,9(9),875,-,3,1,-,0.6,74.2,0.4,-,6.41,SerieA,Cagliari Calcio,Left Winger,right,"Jun 30, 2027",€3.00m
316,Juventus,32 years old (10-11-1992),"1,88m",Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,,-,-,-,-,-,30.4,3.2,7.2,19.8,0.2,-,-,2.6,-,1.2,1.4,-,-,-,-,-,-,-,Mattia Perin,5,450,-,-,-,-,-,75.7,0.2,-,6.83,SerieA,Juventus FC,Goalkeeper,right,"Jun 30, 2027",€3.00m
317,Empoli,23 years old (24-01-2002),"1,90m",Italy,"Defender (Centre, Left)",3.4,1.8,1.6,-,-,-,-,-,-,-,0.7,0.1,0.7,-,-,3.8,0.1,0.2,0.3,0.9,0.9,-,-,-,,1.7,0.1,-,0.1,-,38,2.3,3.7,28.1,3.9,0.7,0.5,-,-,-,-,0.4,0.2,0.1,0.2,2.3,0.6,2.8,Mattia Viti,26,2217,-,-,1,-,0.4,80,1.8,-,6.71,SerieA,FC Empoli,Centre-Back,left,"Jun 30, 2025",€6.50m
318,Lazio,29 years old (16-06-1995),"1,77m",Italy,"Attacking Midfielder (Centre, Left), Forward",1.2,0.6,0.6,0.1,0.1,-,-,-,0.1,0.2,-,0.2,0.5,0.3,-,0.5,1.6,1.4,2.9,3,1,0.3,0.2,-,,0.8,1.6,0.5,1.2,0.3,28.5,1,0.6,23.2,3.7,1.4,1.2,-,-,-,-,1.5,0.5,0.1,0.9,1.1,0.4,1.5,Mattia Zaccagni,30(1),2468,8,6,9,-,1.5,84.8,0.6,4,7.08,SerieA,SS Lazio,Left Winger,right,"Jun 30, 2029",€20.00m
319,Lazio,26 years old (14-04-1999),"1,85m",France,Midfielder (Centre),1,0.5,0.5,-,-,-,-,-,0.1,0.1,0.3,0.2,0.7,0.2,-,1.2,0.3,0.5,0.7,0.9,0.8,-,-,-,,0.9,1.1,0.1,1,-,57.4,3.1,1.5,48.9,3.8,0.7,0.5,-,-,-,-,0.8,0.4,0.1,0.3,1,0.7,1.7,Matteo Guendouzi,33,2915,1,3,5,-,0.8,90.7,0.5,1,6.69,SerieA,SS Lazio,Central Midfield,right,"Jun 30, 2028",€32.00m
320,Fiorentina,21 years old (24-09-2003),"1,93m",,Defender (Centre),2,0.8,1.3,-,-,-,-,-,-,-,0.3,-,1,-,-,2.3,-,0.8,0.8,-,1,-,-,-,,0.3,0.3,-,0.3,-,17.3,0.5,0.3,14,2.5,0.3,0.3,-,-,-,-,-,-,-,-,2,-,2,Matias Moreno,2(2),144,-,-,-,-,-,84.1,0.8,-,6.31,SerieA,ACF Fiorentina,Centre-Back,right,"Jun 30, 2029",€4.00m
321,Roma,22 years old (15-04-2003),"1,82m",Argentina,"Midfielder (Centre, Right), Forward",1.2,0.4,0.7,-,-,-,-,-,-,0.1,0.1,0.1,0.9,0.1,-,0.7,2.5,1.2,3.7,1.4,0.5,0.2,-,0.1,,0.3,1.8,0.5,1.3,-,29.7,0.7,0.6,25.1,3.3,2.1,1,-,-,-,-,1.6,1,-,0.6,0.8,0.4,1.3,Matias Soule,18(5),1444,5,2,2,-,1.6,87,0.4,3,6.94,SerieA,AS Roma,Right Winger,left,"Jun 30, 2029",€22.00m
322,Lazio,33 years old (24-08-1991),"1,87m",Uruguay,Midfielder (Centre),2.4,1.4,1,-,-,-,-,-,0.1,0.1,0.2,0.1,0.3,0.3,-,0.6,-,0.1,0.1,0.1,1.1,0.1,0.1,-,,0.3,0.6,-,0.6,-,20.3,1.1,0.4,15.4,3.3,0.3,0.6,-,-,-,-,0.8,0.2,0.1,0.5,0.8,0.8,1.6,Matias Vecino,6(10),708,1,2,5,-,0.8,81.5,1.4,-,6.46,SerieA,SS Lazio,Central Midfield,right,"Jun 30, 2025",€2.50m
323,Como,25 years old (15-02-2000),"1,74m",France,Midfielder (Centre),0.7,0.2,0.5,-,-,-,-,-,0.2,0.2,0.1,0.1,0.8,0.1,-,0.2,1,0.6,1.6,0.4,0.8,-,-,-,,0.4,1.1,0.2,0.9,-,30.4,0.9,0.5,24.9,4.1,1.6,0.9,-,-,-,-,0.3,0.2,-,0.1,2.1,1.1,3.1,Maxence Caqueret,11(3),847,-,3,2,-,0.3,84.9,0.2,-,6.56,SerieA,Como 1907,Central Midfield,right,"Jun 30, 2029",€15.00m
324,Genoa,28 years old (27-09-1996),"1,79m",Ivory Coast,"Defender (Left), Midfielder (Left, Right), Forward",1.5,0.2,1.3,0.2,-,-,-,-,-,0.2,0.2,-,-,-,-,0.2,0.8,0.5,1.3,0.2,-,0.3,0.3,-,,0.3,0.8,-,0.8,0.2,10.3,0.3,-,7.3,2.7,0.8,0.5,-,-,-,-,0.8,-,-,0.8,0.3,0.2,0.5,Maxwel Cornet,2(4),235,2,1,-,-,0.8,74.2,0.2,-,6.67,SerieA,Genoa CFC,Left Winger,left,"Jun 30, 2025",€8.00m
325,Lecce,21 years old (21-10-2003),"1,86m",,Attacking Midfielder (Centre),0.8,0.4,0.4,-,-,-,-,-,0.1,0.1,-,-,0.4,0.4,-,0.3,0.4,0.2,0.6,0.7,0.9,-,-,-,,0.7,0.6,0.4,0.2,-,22.4,2.5,1.3,15.9,2.6,0.6,0.1,-,-,-,-,1.6,1.4,-,0.2,0.9,0.3,1.1,Medon Berisha,6(8),605,-,1,5,-,1.6,82.4,0.4,-,6.38,SerieA,US Lecce,Central Midfield,right,"Jun 30, 2028",€1.00m
326,Inter,32 years old (18-07-1992),"1,85m",Iran,"Attacking Midfielder (Left), Forward",1.5,0.7,0.8,-,-,-,-,-,-,-,-,-,0.3,-,-,0.4,0.2,0.2,0.4,0.4,0.4,-,-,-,,-,0.5,-,0.5,0.2,8,-,-,6.5,1.4,0.5,0.2,-,-,-,-,0.5,-,0.1,0.4,0.1,0.1,0.2,Mehdi Taremi,4(18),576,1,1,1,-,0.5,81.7,0.7,-,6.25,SerieA,Inter Milan,Centre-Forward,right,"Jun 30, 2027",€5.00m
327,Fiorentina,27 years old (07-02-1998),"1,90m",Italy,"Midfielder (Centre, Right)",2.2,1.3,0.8,-,-,-,-,-,-,-,0.1,0.3,0.6,0.3,-,0.5,0.7,0.6,1.3,1.7,1.2,-,-,-,,0.3,0.2,-,0.2,-,15.9,0.6,0.7,11.5,3.2,0.9,0.7,-,-,-,-,0.5,0.2,-,0.3,1.5,0.9,2.4,Michael Folorunsho,6(7),620,-,-,4,-,0.5,75.8,1.3,1,6.47,SerieA,ACF Fiorentina,Central Midfield,right,"Jun 30, 2025",€7.00m
328,Venezia,26 years old (15-10-1998),"1,95m",Austria,Defender (Centre),4.1,2.3,1.8,-,-,-,-,-,-,-,0.7,0.2,0.5,0.1,-,3.9,0.1,0.1,0.2,0.7,0.4,0.1,0.1,-,,1.4,0.3,0.1,0.2,-,51.3,2.3,2.9,41.4,4.7,0.8,0.7,-,-,-,-,0.3,0.1,0.1,0.1,1.6,0.7,2.3,Michael Svoboda,15(1),1314,1,-,1,-,0.3,85.1,2.3,-,6.56,SerieA,Venezia FC,Centre-Back,right,"Jun 30, 2026",€3.00m
329,Cagliari,24 years old (19-07-2000),"1,87m",France,Defensive Midfielder (C),1.5,0.8,0.7,-,-,-,-,-,-,-,0.1,-,0.4,0.1,-,0.6,0.6,0.6,1.2,0.4,0.9,-,-,-,,0.7,0.5,-,0.5,-,27.1,0.6,0.6,22.2,3.6,0.9,0.8,-,-,-,-,0.6,0.2,0.1,0.3,1.5,0.3,1.8,Michel Adopo,23(8),2079,-,1,2,1,0.6,84.3,0.8,1,6.41,SerieA,Cagliari Calcio,Central Midfield,right,"Jun 30, 2025",€3.00m
330,Bologna,28 years old (06-01-1997),"1,83m",Switzerland,"Midfielder (Centre, Left, Right)",1.2,0.4,0.8,-,-,-,-,-,-,-,0.1,0.1,0.3,0.1,-,0.4,0.2,0.2,0.3,1.2,1.2,-,-,-,,0.5,0.6,0.1,0.5,-,28.7,1.8,0.7,23.8,2.4,0.4,0.5,-,-,-,-,0.8,0.5,-,0.3,1.3,0.3,1.7,Michel Aebischer,8(4),653,-,-,1,-,0.8,89.2,0.4,-,6.48,SerieA,Bologna FC 1909,Central Midfield,right,"Jun 30, 2027",€10.00m
331,Juventus,27 years old (27-07-1997),"1,87m",Italy,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,0.2,-,-,-,-,,-,-,-,-,-,26.5,5.1,6.5,14.8,0.1,-,-,2.1,0.1,1,0.9,-,-,-,-,-,-,-,Michele Di Gregorio,29,2610,-,-,-,-,-,75,0.3,-,6.65,SerieA,Juventus FC,Goalkeeper,right,"Jun 30, 2025",€18.00m
332,AC Milan,29 years old (03-07-1995),"1,91m",France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.7,-,-,-,0.2,-,-,-,-,,-,0.2,0.1,0.1,-,36.7,5.2,5.4,25.8,0.2,-,-,2.6,0.2,1.5,1,-,-,-,-,-,-,-,Mike Maignan,33,2935,-,-,2,-,-,84.7,0.1,-,6.68,SerieA,AC Milan,Goalkeeper,right,"Jun 30, 2026",€25.00m
333,Genoa,36 years old (25-02-1989),"1,86m",Croatia,Midfielder (Centre),0.7,0.5,0.3,-,-,-,-,-,-,-,0.3,-,0.5,0.1,-,1.9,0.5,0.4,0.9,0.8,0.8,-,-,-,,0.8,0.5,0.1,0.5,-,35.9,2.1,2.1,27.4,4.3,0.9,0.5,-,-,-,-,0.6,0.4,-,0.2,1.3,0.9,2.2,Milan Badelj,20(2),1420,1,-,3,-,0.6,82.3,0.5,-,6.58,SerieA,Genoa CFC,Defensive Midfield,right,"Jun 30, 2025",€800k
334,Parma Calcio 1913,34 years old (22-05-1990),"1,99m",Bosnia-Herzegovina,Forward,10.4,7.4,3.1,-,-,-,-,-,0.1,0.1,-,-,0.3,0.2,-,0.9,0.1,0.2,0.3,1,0.9,0.2,0.1,-,,0.1,0.3,-,0.3,0.3,14.8,0.1,-,7.2,7.5,0.8,0.8,-,-,-,-,1.3,0.1,0.1,1.1,0.1,0.2,0.2,Milan Djuric,13(5),1270,4,1,3,-,1.3,49.2,7.4,3,6.91,SerieA,Parma Calcio 1913,Centre-Forward,right,"Jun 30, 2026",€1.50m
335,Roma,25 years old (27-08-1999),"1,89m",Serbia,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.1,-,-,-,-,,-,-,-,-,-,33.3,4.2,7.7,21.3,0.1,-,-,3.1,0.1,1.6,1.4,-,-,-,-,-,-,-,Mile Svilar,34,3060,-,-,1,-,-,76.7,0.2,3,6.85,SerieA,AS Roma,Goalkeeper,right,"Jun 30, 2027",€17.00m
336,Venezia,29 years old (16-05-1995),"1,88m",Croatia,Forward,4.4,1.4,3,-,-,-,-,-,-,-,-,-,0.3,-,-,1.4,0.6,0.3,0.9,0.6,0.4,-,-,-,,0.1,0.1,-,0.1,0.4,12.7,0.1,-,10,2.6,1.7,0.6,-,-,-,-,0.9,0.1,-,0.7,0.3,0.4,0.7,Mirko Maric,4(3),319,-,-,-,-,0.9,79.8,1.4,-,6.14,SerieA,Venezia FC,Centre-Forward,left,"Jun 30, 2025",€700k
337,Lecce,23 years old (27-10-2001),"1,85m",France,Midfielder (Centre),1.5,0.7,0.8,-,-,-,-,-,-,-,0.3,-,0.6,0.1,-,0.8,0.3,0.1,0.4,0.7,0.4,-,-,-,,0.3,0.1,-,0.1,-,11.8,0.3,0.4,9,2,0.9,0.4,-,-,-,-,0.3,-,-,0.3,1,0.1,1.1,Mohamed Kaba,1(11),337,-,-,1,-,0.3,79.4,0.7,-,6.21,SerieA,US Lecce,Central Midfield,right,"Jun 30, 2027",€2.30m
338,Fiorentina,25 years old (28-02-2000),"1,83m",Italy,"Attacking Midfielder (Left, Right), Forward",3.2,1.6,1.6,-,-,-,-,-,0.1,0.1,-,-,0.4,0.2,-,0.8,1.7,1.3,3.1,1.7,1.3,0.6,0.3,-,,0.2,0.6,-,0.6,1.8,9.6,0.3,-,6.6,2.7,3.1,1.8,-,-,-,-,3.1,0.7,0.4,2,0.2,-,0.3,Moise Kean,28(1),2442,17,3,5,-,3.1,71.6,1.6,2,7.08,SerieA,ACF Fiorentina,Centre-Forward,right,"Jun 30, 2029",€40.00m
339,Genoa,24 years old (07-04-2001),"1,78m",Denmark,"Defender (Right), Defensive Midfielder (C)",2.1,0.9,1.2,-,-,-,-,-,-,-,0.5,0.3,1.3,0.2,-,1.4,0.4,0.3,0.8,1,1.5,0.1,0.1,-,,1.4,0.4,-,0.3,-,35.2,1,0.9,29.1,4.2,1.2,0.8,-,-,-,-,0.8,0.5,-,0.3,3.1,1.2,4.3,Morten Frendrup,32,2837,2,-,5,-,0.8,85.5,0.9,3,6.79,SerieA,Genoa CFC,Central Midfield,right,"Jun 30, 2028",€20.00m
340,Genoa,28 years old (05-05-1996),"1,88m",Norway,"Midfielder (Centre, Left, Right)",7.2,3.6,3.6,-,-,-,-,-,-,-,-,-,0.7,0.1,-,1,0.5,0.3,0.8,0.5,1.8,-,-,-,,0.2,0.9,-,0.9,0.3,17.7,0.2,0.3,11.8,5.4,1.6,1,-,-,-,-,0.5,-,0.1,0.4,1.6,0.4,2,Morten Thorsby,21(7),1819,-,1,4,-,0.5,68.1,3.6,-,6.51,SerieA,Genoa CFC,Central Midfield,right,"Jun 30, 2026",€3.00m
341,Como,22 years old (07-01-2003),"1,77m",Argentina,Defensive Midfielder (C),1.1,0.5,0.6,-,-,-,-,-,-,0.1,-,-,0.5,0.2,-,1.6,0.2,0.1,0.3,0.5,1.1,-,-,-,,0.7,1.1,0.1,1,-,48.6,1.9,1,42.4,3.4,0.9,0.6,-,-,-,-,0.4,0.2,-,0.1,1.5,1,2.5,Maximo Perrone,16(6),1538,-,2,5,-,0.4,90.9,0.5,-,6.52,SerieA,Como 1907,Defensive Midfield,left,"Jun 30, 2025",€9.00m
342,Como,30 years old (01-02-1995),"1,87m",Kosovo,"Defender (Centre, Right), Midfielder (Left, Right)",1.1,0.5,0.6,-,-,-,-,-,-,-,0.2,0.2,0.6,0.2,-,1.2,0.3,0.4,0.6,0.2,0.8,-,-,-,,0.4,0.6,0.1,0.6,0.1,40.5,1.9,1.4,33.1,4.1,0.5,0.5,-,-,-,-,0.3,0.2,0.1,0.1,1.1,0.4,1.5,Mergim Vojvoda,12(5),1108,-,-,4,-,0.3,86.5,0.5,-,6.38,SerieA,Como 1907,Right-Back,right,"Jun 30, 2028",€3.00m
343,Cagliari,25 years old (19-06-1999),"1,87m",Italy,"Defender (Right), Midfielder (Left, Right)",1.5,0.5,0.9,-,-,-,-,-,-,-,-,0.2,0.3,0.1,-,1.1,1.5,1.2,2.6,0.6,0.9,0.2,-,0.1,,0.5,0.8,0.2,0.6,-,19.1,0.4,1,13.5,4.2,1.7,1,-,-,-,-,0.9,0.5,0.1,0.4,0.9,0.6,1.5,Nadir Zortea,29(2),2421,5,-,3,-,0.9,73,0.5,1,6.54,SerieA,Cagliari Calcio,Right Midfield,right,"Jun 30, 2028",€4.50m
344,Parma Calcio 1913,29 years old (14-11-1995),"1,81m",Argentina,"Defensive Midfielder (C), Midfielder (Right)",1.3,1.1,0.2,-,-,-,-,-,-,-,0.2,-,0.5,0.2,-,1.9,-,0.2,0.2,0.7,0.7,-,-,-,,0.2,0.5,0.1,0.4,-,22.5,0.8,1.5,16.9,3.2,0.2,0.3,-,-,-,-,0.3,0.2,-,0.1,1.1,0.7,1.8,Nahuel Estevez,7(6),647,-,-,2,-,0.3,79.1,1.1,-,6.38,SerieA,Parma Calcio 1913,Defensive Midfield,right,"Jun 30, 2026",€3.50m
345,Roma,20 years old (23-09-2004),"1,80m",Italy,Attacking Midfielder (Centre),0.7,0.1,0.6,-,-,-,-,-,-,-,0.1,0.1,0.4,0.2,-,0.5,0.4,0.2,0.6,0.5,0.6,0.1,0.1,-,,0.4,0.4,-,0.4,-,21.3,0.8,0.6,17.4,2.6,1,0.6,-,-,-,-,1,0.4,-,0.6,0.9,0.4,1.3,Niccolo Pisilli,11(14),1160,2,1,6,-,1,85.3,0.1,-,6.38,SerieA,AS Roma,Central Midfield,right,"Jun 30, 2029",€12.00m
346,Como,20 years old (08-09-2004),"1,86m",,Attacking Midfielder (Centre),1.5,0.9,0.6,-,-,-,-,-,0.2,0.2,0.1,-,1.3,0.2,-,0.4,1.9,2.1,3.9,1,1.3,0.2,0.1,0.1,,0.6,1.5,0.3,1.2,0.1,32.4,0.7,0.6,26.5,4.6,2.9,1.3,-,-,-,-,3.1,1.6,0.1,1.5,1.5,0.7,2.3,Nico Paz,26(5),2344,6,6,6,-,3.1,83.8,0.9,4,7.17,SerieA,Como 1907,Attacking Midfield,left,"Jun 30, 2028",€35.00m
347,Genoa,32 years old (17-02-1993),"1,93m",Italy,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,0.2,-,-,-,-,,-,-,-,-,-,28,6,9,12.9,0.1,-,-,2.8,0.2,1.6,1,-,-,-,-,-,-,-,Nicola Leali,27,2430,-,-,1,-,-,67.4,0.4,1,6.85,SerieA,Genoa CFC,Goalkeeper,right,"Jun 30, 2026",€1.50m
